,case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
47487,EZYV22008,Asia,Master's,N,N,3331,2005,Midwest,116310.52,Year,Y,Certified
47488,EZYV22009,Asia,Master's,N,N,1460,1984,Midwest,84588.46,Year,Y,Certified
47489,EZYV22010,Asia,Master's,Y,N,1055,1989,Northeast,81993.88,Year,Y,Certified
47490,EZYV22011,Asia,Master's,Y,N,511,2007,Northeast,10558.54,Year,Y,Certified
47491,EZYV22012,Europe,Master's,N,N,18939,1986,West,187481.92,Year,Y,Certified
47492,EZYV22013,Asia,Bachelor's,N,N,2113,1998,South,117.65,Hour,Y,Denied
47493,EZYV22014,Asia,Bachelor's,Y,N,243,1998,West,62628.49,Week,Y,Certified
47494,EZYV22015,Asia,Doctorate,N,N,1453,1994,South,125683.03,Week,Y,Certified
47495,EZYV22016,Asia,Doctorate,Y,N,1392,1939,South,271.0953,Hour,Y,Denied
47496,EZYV22017,Asia,High School,Y,N,3110,1985,Midwest,54268.32,Year,Y,Certified
47497,EZYV22018,North America,Master's,N,N,23324,2003,South,75227.06,Year,Y,Certified
47498,EZYV22019,Asia,Bachelor's,Y,N,1129,1863,South,21745.82,Year,Y,Certified
47499,EZYV22020,Europe,Master's,Y,N,1841,1953,Midwest,80815.7,Year,Y,Certified
47500,EZYV22021,Asia,Bachelor's,Y,N,3127,1999,South,210.9267,Hour,Y,Denied
47501,EZYV22022,North America,High School,Y,N,3056,2013,Midwest,59198.84,Year,Y,Certified
47502,EZYV22023,Asia,Bachelor's,Y,N,167,2001,Northeast,117397.15,Year,Y,Certified
47503,EZYV22024,Asia,Bachelor's,Y,N,3743,1978,Northeast,107.36,Hour,Y,Denied
47504,EZYV22025,Asia,Master's,N,N,2405,2012,West,210360.91,Year,N,Certified
47505,EZYV22026,Asia,Bachelor's,N,N,2849,2001,Northeast,72004.14,Year,N,Denied
47506,EZYV22027,North America,Master's,N,N,2473,1993,Midwest,396.825,Hour,Y,Denied
47507,EZYV22028,South America,Doctorate,N,N,2331,1895,Northeast,846.9589,Hour,Y,Denied
47508,EZYV22029,Africa,High School,N,Y,3592,1870,South,19915.5,Year,Y,Certified
47509,EZYV22030,Asia,Bachelor's,N,Y,1176,2007,Midwest,113602.18,Year,Y,Certified
47510,EZYV22031,South America,Bachelor's,N,N,21,1994,West,6677.45,Year,Y,Denied
47511,EZYV22032,Asia,Bachelor's,N,N,3387,1998,South,69717.57,Year,N,Certified
47512,EZYV22033,Asia,High School,Y,N,2890,2001,Northeast,20510.35,Year,Y,Denied
47513,EZYV22034,Europe,Bachelor's,N,Y,3464,1999,South,50468.0,Year,Y,Certified
47514,EZYV22035,Asia,High School,Y,N,2769,2012,West,37185.38,Week,Y,Certified
47515,EZYV22036,Asia,High School,N,N,4892,1982,South,71920.44,Year,Y,Certified
47516,EZYV22037,Asia,Doctorate,Y,N,5610,2000,Midwest,80557.45,Year,Y,Certified
47517,EZYV22038,Asia,High School,Y,N,485,1998,South,126590.38,Year,Y,Certified
47518,EZYV22039,Asia,Master's,N,N,734,2005,West,38079.31,Week,Y,Denied
47519,EZYV22040,Asia,High School,Y,N,377,2000,West,13718.79,Year,Y,Certified
47520,EZYV22041,Asia,Bachelor's,Y,N,812,1978,South,73338.25,Year,Y,Certified
47521,EZYV22042,Asia,Bachelor's,Y,Y,3336,2009,South,56454.03,Year,Y,Certified
47522,EZYV22043,Asia,Bachelor's,N,N,3610,1993,West,100531.0,Year,Y,Denied
47523,EZYV22044,Asia,High School,N,N,426,1937,Midwest,93910.26,Year,Y,Certified
47524,EZYV22045,Asia,Master's,Y,N,35124,1998,Northeast,6818.27,Year,Y,Certified
47525,EZYV22046,North America,Bachelor's,Y,N,623,2010,South,34671.52,Year,Y,Certified
47526,EZYV22047,North America,Bachelor's,Y,N,3472,1992,Northeast,42588.56,Year,Y,Certified
47527,EZYV22048,Asia,Master's,Y,Y,1775,2000,South,47429.39,Year,Y,Certified
47528,EZYV22049,Africa,Bachelor's,Y,N,691,2009,Northeast,64972.41,Year,Y,Certified
47529,EZYV22050,North America,Doctorate,N,Y,786,1899,Northeast,79914.33,Year,Y,Certified
47530,EZYV22051,Asia,Master's,Y,N,6543,2001,West,34529.86,Year,Y,Certified
47531,EZYV22052,Asia,Doctorate,Y,N,1977,2012,Northeast,117978.66,Year,Y,Certified
47532,EZYV22053,Europe,Doctorate,Y,N,1976,2005,West,147177.42,Year,Y,Denied
47533,EZYV22054,Asia,Master's,N,N,3520,2002,Midwest,96568.1,Year,Y,Denied
47534,EZYV22055,Asia,Bachelor's,Y,N,3951,2001,South,120179.68,Year,Y,Denied
47535,EZYV22056,North America,Bachelor's,N,N,2083,2001,West,30188.9,Year,Y,Certified
47536,EZYV22057,Asia,Bachelor's,Y,N,4031,2010,South,71594.08,Year,N,Denied
47537,EZYV22058,Asia,Master's,Y,N,4586,2012,Northeast,134824.33,Year,Y,Certified
47538,EZYV22059,Asia,Master's,Y,N,159,1995,Northeast,101076.71,Year,N,Certified
47539,EZYV22060,Asia,Master's,Y,N,3013,2005,West,82382.24,Year,Y,Certified
47540,EZYV22061,Europe,Bachelor's,N,N,1470,1969,Northeast,48983.55,Year,Y,Certified
47541,EZYV22062,Asia,Master's,Y,N,5107,2000,Northeast,59841.28,Year,Y,Denied
47542,EZYV22063,Europe,Bachelor's,Y,N,1420,1970,West,144060.84,Year,Y,Certified
47543,EZYV22064,Europe,High School,Y,N,1099,1983,Northeast,79187.79,Year,Y,Denied
47544,EZYV22065,Asia,High School,N,N,1031,2001,Midwest,160917.21,Year,Y,Certified
47545,EZYV22066,South America,Bachelor's,Y,N,169,1996,West,93701.39,Year,Y,Denied
47546,EZYV22067,Asia,Master's,N,N,299,2012,Midwest,130651.5,Year,Y,Certified
47547,EZYV22068,Asia,Master's,Y,N,4567,1988,Northeast,28621.48,Year,Y,Certified
47548,EZYV22069,North America,Master's,Y,Y,1841,2005,South,105585.95,Year,Y,Certified
47549,EZYV22070,Asia,Bachelor's,N,N,46,1841,Northeast,233585.11,Month,Y,Certified
47550,EZYV22071,Europe,Doctorate,N,N,1385,1998,West,735.71,Year,Y,Denied
47551,EZYV22072,North America,Master's,Y,N,354,2016,Northeast,76737.2,Year,Y,Certified
47552,EZYV22073,Asia,High School,N,N,3628,2011,Midwest,9024.76,Year,Y,Certified
47553,EZYV22074,Asia,Master's,Y,N,330,2008,Midwest,14172.73,Year,Y,Certified
47554,EZYV22075,Asia,Master's,Y,Y,1737,2004,Midwest,33295.61,Year,Y,Certified
47555,EZYV22076,Asia,Bachelor's,Y,Y,2075,1998,West,74137.7,Year,N,Certified
47556,EZYV22077,Asia,Bachelor's,Y,N,4359,1976,South,134602.8,Year,Y,Certified
47557,EZYV22078,Asia,High School,Y,N,1331,1908,Midwest,100131.58,Year,Y,Certified
47558,EZYV22079,Asia,Bachelor's,N,N,74,1966,West,130604.13,Year,Y,Certified
47559,EZYV22080,North America,Master's,Y,N,247271,1949,Northeast,63276.74,Year,Y,Denied
47560,EZYV22081,Asia,Master's,Y,N,597,1997,South,111783.92,Year,Y,Certified
47561,EZYV22082,Asia,Master's,N,N,1896,2006,South,54644.89,Year,N,Certified
47562,EZYV22083,Europe,Master's,Y,N,1748,1840,West,116267.75,Year,Y,Denied
47563,EZYV22084,Asia,Master's,N,Y,3225,1984,South,22045.53,Year,Y,Certified
47564,EZYV22085,North America,Bachelor's,Y,N,-14,1980,West,691.0609,Hour,Y,Denied
47565,EZYV22086,Asia,Master's,Y,N,3638,1954,West,38152.17,Year,Y,Certified
47566,EZYV22087,Asia,Bachelor's,Y,N,1450,2006,Northeast,50783.2,Year,N,Certified
47567,EZYV22088,Asia,Master's,N,N,1778,1970,South,721.5271,Hour,Y,Denied
47568,EZYV22089,Asia,Bachelor's,Y,N,4478,1994,Northeast,34076.99,Year,Y,Certified
47569,EZYV22090,Asia,Bachelor's,Y,N,4649,2000,South,147713.08,Year,Y,Certified
47570,EZYV22091,Europe,Bachelor's,N,N,1902,1999,Northeast,85512.2,Year,Y,Certified
47571,EZYV22092,Europe,Doctorate,Y,N,2071,1911,West,60045.23,Year,Y,Certified
47572,EZYV22093,Asia,Bachelor's,N,N,673,1995,Northeast,69095.72,Year,Y,Denied
47573,EZYV22094,Asia,Master's,N,N,1418,1993,Midwest,104336.19,Year,N,Certified
47574,EZYV22095,Asia,High School,N,N,1879,2007,West,155936.91,Year,N,Denied
47575,EZYV22096,North America,Master's,N,N,36511,2013,South,115971.85,Month,Y,Denied
47576,EZYV22097,North America,Bachelor's,Y,N,4184,1980,South,64749.74,Year,Y,Certified
47577,EZYV22098,Asia,Bachelor's,Y,N,2043,1800,Northeast,145985.43,Year,Y,Certified
47578,EZYV22099,Asia,Master's,N,N,1028,1998,Midwest,59745.42,Year,Y,Certified
47579,EZYV22100,Asia,Master's,Y,N,4345,1989,South,60048.45,Year,N,Certified
47580,EZYV22101,Europe,Bachelor's,N,N,1258,2010,West,11681.2,Year,Y,Certified
47581,EZYV22102,Asia,High School,N,N,1447,2013,West,8916.29,Year,Y,Certified
47582,EZYV22103,Asia,Bachelor's,N,N,1644,2003,South,165643.64,Year,Y,Certified
47583,EZYV22104,Asia,Doctorate,N,N,276,2005,South,35062.94,Year,Y,Certified
47584,EZYV22105,Asia,Bachelor's,N,N,2721,1988,West,72195.55,Year,Y,Certified
47585,EZYV22106,Asia,Master's,N,N,2824,2006,Northeast,105688.25,Year,N,Certified
47586,EZYV22107,Asia,Bachelor's,N,N,2652,1956,West,154893.4,Year,Y,Certified
47587,EZYV22108,North America,Bachelor's,Y,N,1550,2000,West,81140.77,Year,N,Certified
47588,EZYV22109,Asia,Master's,N,N,4851,2009,Midwest,52009.18,Year,N,Denied
47589,EZYV22110,Asia,Master's,Y,N,872,2013,South,44358.82,Year,Y,Certified
47590,EZYV22111,Europe,Master's,N,N,4334,1996,Northeast,707.813,Hour,Y,Certified
47591,EZYV22112,Asia,Bachelor's,N,N,19534,1975,Northeast,879.9837,Hour,Y,Certified
47592,EZYV22113,Asia,Bachelor's,N,N,330,1986,South,38032.74,Year,Y,Certified
47593,EZYV22114,Asia,High School,Y,N,3210,2001,West,202641.96,Year,Y,Certified
47594,EZYV22115,North America,Master's,Y,N,1377,2012,South,145103.79,Year,Y,Certified
47595,EZYV22116,Asia,Master's,Y,N,1161,2002,South,207693.95,Year,Y,Certified
47596,EZYV22117,South America,Bachelor's,Y,N,3108,1894,West,16560.81,Year,Y,Denied
47597,EZYV22118,Europe,Master's,Y,N,1867,1993,Northeast,54070.79,Year,Y,Certified
47598,EZYV22119,Asia,Bachelor's,Y,Y,295,2015,West,88745.14,Year,Y,Certified
47599,EZYV22120,North America,Master's,N,N,1166,1997,South,145953.01,Year,N,Certified
47600,EZYV22121,North America,Bachelor's,Y,N,2691,1969,Northeast,96309.86,Year,Y,Certified
47601,EZYV22122,North America,Master's,Y,N,15023,2002,Island,8779.56,Year,Y,Denied
47602,EZYV22123,Oceania,Doctorate,Y,N,1788,1999,Northeast,78893.01,Year,Y,Certified
47603,EZYV22124,Europe,Master's,N,N,962,1855,Midwest,76679.28,Year,Y,Certified
47604,EZYV22125,Europe,Doctorate,N,Y,3057,2005,Northeast,77103.65,Year,Y,Certified
47605,EZYV22126,North America,High School,N,N,1535,2005,Northeast,110544.24,Year,Y,Denied
47606,EZYV22127,Asia,Master's,N,Y,1255,1997,South,153568.54,Year,Y,Denied
47607,EZYV22128,North America,Master's,Y,N,496,1998,Northeast,440.9298,Hour,Y,Certified
47608,EZYV22129,Asia,Master's,Y,N,144,1879,Northeast,116141.58,Year,Y,Certified
47609,EZYV22130,North America,Bachelor's,Y,N,4041,1999,Midwest,21553.23,Year,Y,Denied
47610,EZYV22131,Asia,Bachelor's,Y,N,1695,2009,Midwest,76975.04,Year,Y,Certified
47611,EZYV22132,Asia,Bachelor's,Y,N,2411,2011,Northeast,69193.61,Year,Y,Denied
47612,EZYV22133,North America,Master's,Y,N,3870,1997,Northeast,30867.55,Year,Y,Certified
47613,EZYV22134,Asia,Master's,Y,N,105,1997,South,65384.35,Year,Y,Certified
47614,EZYV22135,North America,Bachelor's,Y,N,5134,2000,West,40349.71,Year,Y,Denied
47615,EZYV22136,Asia,Master's,Y,N,52,2013,Midwest,112522.99,Year,N,Certified
47616,EZYV22137,North America,Master's,Y,N,1464,1980,Northeast,146267.43,Year,Y,Certified
47617,EZYV22138,Asia,Doctorate,Y,N,4736,2000,West,115719.89,Year,Y,Certified
47618,EZYV22139,Europe,Doctorate,Y,N,2022,2005,Northeast,58606.24,Year,Y,Certified
47619,EZYV22140,Asia,Master's,Y,N,270,1956,Northeast,93569.19,Year,N,Certified
47620,EZYV22141,Asia,High School,N,N,3287,1995,Northeast,58170.62,Year,Y,Certified
47621,EZYV22142,Asia,High School,Y,N,147828,2009,Island,168385.16,Year,Y,Denied
47622,EZYV22143,Asia,Master's,N,N,142,1959,Midwest,115196.6,Year,Y,Denied
47623,EZYV22144,Asia,Bachelor's,Y,N,3533,1995,Midwest,82950.02,Month,Y,Denied
47624,EZYV22145,Asia,Master's,Y,N,1860,2011,Northeast,128986.5,Year,Y,Certified
47625,EZYV22146,Asia,Bachelor's,Y,N,460,2008,Midwest,147432.9,Year,Y,Denied
47626,EZYV22147,North America,Master's,Y,N,39797,2004,West,55115.41,Year,Y,Certified
47627,EZYV22148,Asia,Master's,Y,N,3397,2008,Northeast,11279.44,Year,Y,Certified
47628,EZYV22149,Europe,Bachelor's,Y,N,1495,1936,Northeast,81108.92,Year,Y,Denied
47629,EZYV22150,North America,Bachelor's,Y,N,1372,2006,West,22108.0,Year,Y,Certified
47630,EZYV22151,Asia,High School,Y,N,3340,1862,West,95517.78,Year,Y,Denied
47631,EZYV22152,Europe,High School,N,N,1357,1964,West,72442.94,Year,Y,Denied
47632,EZYV22153,Asia,Bachelor's,Y,N,2398,1999,Northeast,101182.16,Year,Y,Certified
47633,EZYV22154,North America,Master's,Y,N,18587,1919,South,60626.58,Year,N,Certified
47634,EZYV22155,Asia,Bachelor's,N,N,3305,1985,South,65384.68,Year,Y,Certified
47635,EZYV22156,Asia,Bachelor's,N,N,548,2009,South,12.99,Hour,Y,Denied
47636,EZYV22157,Asia,Bachelor's,Y,N,2223,1907,South,117988.44,Year,Y,Denied
47637,EZYV22158,Europe,Master's,N,Y,1855,1994,South,130070.64,Year,Y,Certified
47638,EZYV22159,North America,Master's,Y,N,2774,1989,South,143100.63,Year,N,Denied
47639,EZYV22160,Asia,Bachelor's,N,N,988,1984,West,111820.03,Year,Y,Denied
47640,EZYV22161,Asia,Bachelor's,Y,N,4192,1965,Midwest,105292.67,Year,N,Certified
47641,EZYV22162,Asia,Master's,Y,N,31435,1968,Midwest,142211.63,Year,Y,Certified
47642,EZYV22163,Asia,Bachelor's,N,Y,19513,2010,Midwest,114073.29,Year,Y,Certified
47643,EZYV22164,Asia,High School,N,N,3264,1960,Northeast,27965.93,Year,Y,Denied
47644,EZYV22165,Europe,Master's,Y,N,1726,1998,Northeast,81480.19,Year,Y,Denied
47645,EZYV22166,Asia,Bachelor's,N,N,100,2005,South,150.3805,Hour,Y,Certified
47646,EZYV22167,Asia,Master's,N,N,32583,2005,Northeast,109447.65,Year,Y,Certified
47647,EZYV22168,Asia,Master's,Y,N,14339,1889,Midwest,143693.23,Year,Y,Certified
47648,EZYV22169,Asia,Master's,Y,N,1079,1994,South,55512.44,Week,Y,Certified
47649,EZYV22170,Asia,Doctorate,N,Y,600,1999,South,43881.19,Year,Y,Certified
47650,EZYV22171,North America,Master's,N,N,2856,1997,South,73649.81,Year,N,Denied
47651,EZYV22172,Asia,Master's,N,N,3394,1898,South,103098.68,Year,N,Certified
47652,EZYV22173,Asia,Bachelor's,Y,N,3300,2013,Northeast,103203.51,Year,Y,Certified
47653,EZYV22174,Europe,High School,Y,N,782,2000,West,47583.64,Year,Y,Certified
47654,EZYV22175,Asia,Master's,Y,N,3701,2004,South,40333.16,Year,N,Certified
47655,EZYV22176,Asia,Bachelor's,N,N,1837,1970,Northeast,28893.47,Year,Y,Denied
47656,EZYV22177,Asia,Master's,N,N,917,2006,West,200443.51,Year,N,Denied
47657,EZYV22178,Europe,Doctorate,Y,Y,317,2002,South,15134.14,Year,Y,Certified
47658,EZYV22179,North America,High School,Y,N,4327,2012,Island,69854.41,Year,Y,Certified
47659,EZYV22180,Asia,High School,Y,N,1545,1936,Midwest,99645.3,Year,Y,Certified
47660,EZYV22181,Europe,Master's,N,N,1819,1996,West,109442.84,Year,Y,Certified
47661,EZYV22182,Asia,Master's,N,N,3120,1908,Northeast,145360.14,Year,N,Certified
47662,EZYV22183,Asia,Master's,N,N,2401,1997,South,21651.73,Year,Y,Certified
47663,EZYV22184,Asia,Bachelor's,N,N,2921,1998,Midwest,117093.55,Year,Y,Certified
47664,EZYV22185,North America,Master's,N,N,2841,1977,Northeast,17364.35,Year,N,Certified
47665,EZYV22186,Asia,Bachelor's,N,N,2193,1973,Northeast,41003.82,Year,Y,Denied
47666,EZYV22187,Asia,High School,Y,N,862,2007,South,147164.07,Year,Y,Denied
47667,EZYV22188,Asia,Master's,Y,N,21225,1966,Northeast,116715.01,Year,Y,Certified
47668,EZYV22189,Asia,Master's,N,N,26903,1956,Midwest,159192.3,Year,N,Certified
47669,EZYV22190,North America,Master's,Y,N,41193,1872,South,36404.36,Year,Y,Certified
47670,EZYV22191,Africa,Master's,Y,N,4245,2010,South,55756.85,Year,Y,Certified
47671,EZYV22192,Asia,Doctorate,N,N,1093,2010,South,128939.46,Year,N,Certified
47672,EZYV22193,Asia,Master's,N,N,272,1999,Midwest,25892.63,Year,Y,Denied
47673,EZYV22194,Asia,Bachelor's,N,N,1635,1836,South,672.0522,Hour,Y,Denied
47674,EZYV22195,Asia,Master's,Y,Y,3060,1999,West,72023.74,Year,Y,Certified
47675,EZYV22196,North America,High School,Y,N,3382,1993,Northeast,13632.09,Year,Y,Certified
47676,EZYV22197,Asia,Bachelor's,N,N,1290,1984,South,85276.59,Year,Y,Certified
47677,EZYV22198,Oceania,Master's,Y,N,871,2005,South,109502.26,Year,N,Certified
47678,EZYV22199,Asia,Bachelor's,Y,N,53176,2009,Northeast,120657.75,Year,Y,Certified
47679,EZYV22200,Asia,Bachelor's,N,Y,1586,1946,West,114042.71,Year,Y,Denied
47680,EZYV22201,North America,Master's,N,N,2833,1809,Northeast,61356.94,Year,Y,Denied
47681,EZYV22202,North America,Bachelor's,Y,N,2484,1886,Northeast,171.9695,Hour,Y,Certified
47682,EZYV22203,Europe,Master's,N,N,1846,1995,Midwest,59148.31,Year,Y,Denied
47683,EZYV22204,Europe,Bachelor's,N,N,276,2001,Midwest,28468.87,Year,Y,Certified
47684,EZYV22205,Asia,Bachelor's,Y,N,3110,2009,Midwest,52858.9,Year,N,Certified
47685,EZYV22206,Asia,Master's,N,N,4783,1993,West,5267.05,Year,N,Denied
47686,EZYV22207,Asia,Bachelor's,N,N,1350,2015,Midwest,138997.76,Year,Y,Certified
47687,EZYV22208,Asia,High School,Y,N,907,2010,West,166167.34,Year,Y,Denied
47688,EZYV22209,Asia,High School,Y,N,127,2003,Midwest,66641.85,Year,Y,Certified
47689,EZYV22210,Asia,Bachelor's,Y,Y,278,2009,Northeast,51392.45,Year,Y,Denied
47690,EZYV22211,Africa,Master's,Y,N,878,1997,West,153941.25,Year,Y,Denied
47691,EZYV22212,Asia,Master's,Y,N,526,2005,South,114496.76,Year,Y,Certified
47692,EZYV22213,Asia,High School,Y,N,2365,2001,Northeast,16343.91,Year,Y,Denied
47693,EZYV22214,Asia,Bachelor's,Y,N,1231,1993,Northeast,224.0765,Hour,Y,Denied
47694,EZYV22215,Europe,Doctorate,Y,N,905,2009,West,135768.43,Year,Y,Denied
47695,EZYV22216,Asia,Bachelor's,Y,Y,4443,1974,West,114239.66,Year,Y,Certified
47696,EZYV22217,Asia,Master's,N,N,729,2004,Northeast,67511.69,Year,Y,Denied
47697,EZYV22218,Asia,High School,Y,N,2825,1989,West,71917.21,Year,Y,Denied
47698,EZYV22219,Europe,Master's,Y,N,2891,1989,Northeast,130631.87,Year,Y,Certified
47699,EZYV22220,Asia,Bachelor's,Y,Y,1388,1948,Northeast,21962.01,Year,Y,Certified
47700,EZYV22221,Europe,Master's,Y,N,626,1985,Midwest,18952.07,Year,Y,Certified
47701,EZYV22222,South America,Master's,Y,N,276,1977,Northeast,50566.55,Year,Y,Certified
47702,EZYV22223,North America,Bachelor's,N,N,3190,1987,Northeast,723.6441,Hour,Y,Denied
47703,EZYV22224,Asia,Master's,Y,N,3876,1981,Northeast,74055.47,Year,Y,Denied
47704,EZYV22225,Asia,Bachelor's,Y,N,48,2007,Northeast,526.5279,Hour,Y,Denied
47705,EZYV22226,Asia,Bachelor's,Y,N,3181,2005,Midwest,103785.68,Year,Y,Certified
47706,EZYV22227,Europe,Master's,Y,N,4149,1998,West,2938.9,Year,Y,Certified
47707,EZYV22228,Europe,Doctorate,N,N,3400,2002,West,22142.45,Year,Y,Certified
47708,EZYV22229,Africa,Bachelor's,Y,N,985,1988,Northeast,69719.8,Year,Y,Certified
47709,EZYV22230,Asia,Bachelor's,N,N,6074,2006,Northeast,122323.65,Year,N,Denied
47710,EZYV22231,North America,Master's,N,N,4028,1990,West,132.76,Hour,Y,Denied
47711,EZYV22232,Europe,Bachelor's,Y,Y,1738,1971,West,47545.61,Year,Y,Denied
47712,EZYV22233,North America,Bachelor's,Y,N,2554,1987,West,50624.96,Year,Y,Certified
47713,EZYV22234,South America,High School,Y,N,138,1933,Northeast,676.6595,Hour,Y,Denied
47714,EZYV22235,Asia,Bachelor's,Y,N,3941,2009,Midwest,63380.39,Year,Y,Certified
47715,EZYV22236,Europe,Doctorate,N,N,2589,1996,Northeast,142740.46,Year,Y,Certified
47716,EZYV22237,Asia,Bachelor's,Y,N,19,1987,Northeast,234.1894,Hour,Y,Denied
47717,EZYV22238,Asia,Master's,Y,N,849,1990,South,24968.6,Year,Y,Certified
47718,EZYV22239,Asia,Bachelor's,N,N,1229,1983,Northeast,687.06,Year,Y,Denied
47719,EZYV22240,Asia,Master's,N,N,2187,2008,South,67477.03,Year,Y,Denied
47720,EZYV22241,Europe,Master's,N,Y,2366,1981,West,28643.83,Year,Y,Denied
47721,EZYV22242,Asia,Bachelor's,Y,N,1477,2001,West,117776.66,Year,Y,Denied
47722,EZYV22243,Europe,Bachelor's,Y,N,290,1968,South,87157.97,Year,Y,Certified
47723,EZYV22244,Europe,High School,Y,N,189,1999,Northeast,94698.97,Year,Y,Certified
47724,EZYV22245,Asia,High School,N,Y,169,1978,West,40844.71,Year,Y,Certified
47725,EZYV22246,Europe,Bachelor's,N,Y,3687,2004,Northeast,114017.07,Year,Y,Certified
47726,EZYV22247,Asia,Bachelor's,Y,N,3823,1963,South,132008.98,Year,Y,Certified
47727,EZYV22248,Asia,Bachelor's,N,N,1129,1919,Midwest,32941.65,Year,Y,Certified
47728,EZYV22249,Asia,Master's,Y,N,3139,2006,South,80868.21,Year,Y,Certified
47729,EZYV22250,Europe,Doctorate,Y,Y,1847,2001,West,26058.0,Year,Y,Certified
47730,EZYV22251,Asia,Master's,Y,N,4314,1960,Midwest,48387.59,Year,Y,Certified
47731,EZYV22252,Asia,Bachelor's,Y,N,1721,1996,Northeast,4092.89,Year,Y,Certified
47732,EZYV22253,Asia,Master's,N,N,1774,1966,South,41881.54,Year,N,Denied
47733,EZYV22254,Asia,Bachelor's,Y,N,1817,2004,South,185937.51,Year,Y,Denied
47734,EZYV22255,Asia,Bachelor's,Y,N,4605,1873,Northeast,25340.81,Week,Y,Certified
47735,EZYV22256,North America,Bachelor's,N,N,693,1853,West,80054.72,Year,Y,Certified
47736,EZYV22257,Africa,Master's,N,N,682,1974,Midwest,72266.34,Year,Y,Denied
47737,EZYV22258,North America,Master's,Y,N,23932,2004,South,109485.08,Year,Y,Certified
47738,EZYV22259,Asia,Master's,Y,N,981,1838,South,72075.31,Year,Y,Certified
47739,EZYV22260,Asia,Bachelor's,Y,N,3461,1946,West,113120.97,Year,Y,Certified
47740,EZYV22261,Asia,Doctorate,N,N,1577,1998,Northeast,322.3961,Hour,Y,Denied
47741,EZYV22262,Asia,Master's,N,Y,849,2006,West,94410.25,Year,Y,Certified
47742,EZYV22263,Asia,High School,Y,N,3797,1923,Northeast,106405.24,Year,Y,Certified
47743,EZYV22264,Asia,Bachelor's,Y,N,5885,1998,Northeast,129778.95,Year,Y,Denied
47744,EZYV22265,Asia,Bachelor's,N,N,1536,1995,Northeast,19259.07,Year,Y,Certified
47745,EZYV22266,Europe,High School,N,N,352,1979,South,66666.6,Year,Y,Certified
47746,EZYV22267,Asia,Bachelor's,Y,N,273,2002,West,61660.07,Year,Y,Certified
47747,EZYV22268,Europe,Bachelor's,Y,N,1986,1977,Northeast,3514.75,Year,Y,Certified
47748,EZYV22269,Asia,High School,Y,N,3020,2001,South,179317.92,Year,Y,Certified
47749,EZYV22270,Asia,Master's,N,N,1969,1995,Northeast,166818.97,Year,N,Certified
47750,EZYV22271,North America,Master's,Y,N,281,1988,Midwest,133802.24,Year,Y,Certified
47751,EZYV22272,Asia,Master's,N,N,402,2014,Midwest,86710.2,Year,Y,Certified
47752,EZYV22273,Europe,Master's,Y,Y,13382,1912,West,249452.91,Year,Y,Certified
47753,EZYV22274,Africa,Master's,Y,N,5184,2003,Northeast,104495.99,Year,Y,Certified
47754,EZYV22275,Asia,High School,N,N,1484,2001,South,44738.52,Year,Y,Denied
47755,EZYV22276,Asia,Doctorate,Y,N,4296,2005,South,16832.21,Year,Y,Certified
47756,EZYV22277,Asia,Bachelor's,Y,Y,82,2007,West,58547.96,Year,Y,Certified
47757,EZYV22278,North America,Bachelor's,N,Y,899,2004,Northeast,78026.51,Year,Y,Certified
47758,EZYV22279,Asia,Master's,Y,N,2426,2010,Northeast,102416.67,Year,Y,Denied
47759,EZYV22280,Asia,Master's,Y,N,2196,1997,West,72204.46,Year,Y,Denied
47760,EZYV22281,Asia,Bachelor's,Y,N,1120,2012,Northeast,126244.31,Year,Y,Denied
47761,EZYV22282,Asia,Master's,Y,N,1439,1987,Northeast,116534.17,Year,Y,Certified
47762,EZYV22283,North America,Master's,N,N,25733,1920,West,128367.28,Year,N,Certified
47763,EZYV22284,Asia,High School,Y,N,724,2006,Northeast,54194.37,Year,Y,Certified
47764,EZYV22285,Asia,Bachelor's,Y,N,613,2001,West,5291.9,Year,Y,Certified
47765,EZYV22286,Asia,Master's,Y,N,3899,2012,Northeast,62625.99,Year,N,Certified
47766,EZYV22287,Asia,Master's,Y,N,4453,1961,South,19771.91,Year,Y,Certified
47767,EZYV22288,Europe,Bachelor's,Y,Y,34,1970,South,124973.21,Year,Y,Certified
47768,EZYV22289,Asia,Bachelor's,Y,N,287,1999,South,87419.69,Year,Y,Certified
47769,EZYV22290,North America,Bachelor's,N,N,890,1940,South,149.36,Hour,Y,Denied
47770,EZYV22291,Asia,Bachelor's,Y,N,251,1902,South,227133.68,Year,Y,Certified
47771,EZYV22292,Asia,High School,N,Y,2337,2000,South,68153.11,Year,Y,Denied
47772,EZYV22293,Europe,Bachelor's,Y,Y,1461,1999,Midwest,41931.78,Year,Y,Certified
47773,EZYV22294,Asia,Master's,N,N,326,2000,Midwest,110646.74,Year,Y,Denied
47774,EZYV22295,Asia,Bachelor's,N,N,3763,2004,South,160173.08,Year,Y,Certified
47775,EZYV22296,Asia,Bachelor's,Y,N,1977,2012,West,76886.35,Year,Y,Denied
47776,EZYV22297,North America,Master's,N,N,3714,1965,Northeast,71753.64,Year,N,Certified
